order_var,article_title,scrape_date
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T19:17:11Z
6,Human skull found in Florida charity shop,2023-11-06T19:17:11Z
7,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T19:17:11Z
8,Democrat Tlaib says Biden supports genocide,2023-11-06T19:17:11Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T19:17:11Z
10,Ukraine military under pressure over deadly strike,2023-11-06T19:17:11Z
1,Bumble founder steps down as boss of dating app,2023-11-06T19:22:12Z
2,Hungary museum head sacked over LGBT content,2023-11-06T19:22:12Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T19:22:12Z
4,South Africa recalls all diplomats from Israel,2023-11-06T19:22:12Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T19:22:12Z
6,Human skull found in Florida charity shop,2023-11-06T19:22:12Z
7,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T19:22:12Z
8,Democrat Tlaib says Biden supports genocide,2023-11-06T19:22:12Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T19:22:12Z
10,Ukraine military under pressure over deadly strike,2023-11-06T19:22:12Z
1,Bumble founder steps down as boss of dating app,2023-11-06T19:27:13Z
2,Hungary museum head sacked over LGBT content,2023-11-06T19:27:13Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T19:27:13Z
4,Barbra Streisand: I haven't had much fun in my life,2023-11-06T19:27:13Z
5,South Africa recalls all diplomats from Israel,2023-11-06T19:27:13Z
6,Human skull found in Florida charity shop,2023-11-06T19:27:13Z
7,Korean man attacks woman for 'being a feminist',2023-11-06T19:27:13Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T19:27:13Z
9,Democrat Tlaib says Biden supports genocide,2023-11-06T19:27:13Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T19:27:13Z
1,Bumble founder steps down as boss of dating app,2023-11-06T19:32:13Z
2,Hungary museum head sacked over LGBT content,2023-11-06T19:32:13Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T19:32:13Z
4,Barbra Streisand: I haven't had much fun in my life,2023-11-06T19:32:13Z
5,South Africa recalls all diplomats from Israel,2023-11-06T19:32:13Z
6,Human skull found in Florida charity shop,2023-11-06T19:32:13Z
7,Korean man attacks woman for 'being a feminist',2023-11-06T19:32:13Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T19:32:13Z
9,Democrat Tlaib says Biden supports genocide,2023-11-06T19:32:13Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T19:32:13Z
1,Bumble founder steps down as boss of dating app,2023-11-06T19:37:14Z
2,Hungary museum head sacked over LGBT content,2023-11-06T19:37:14Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T19:37:14Z
4,Barbra Streisand: I haven't had much fun in my life,2023-11-06T19:37:14Z
5,South Africa recalls all diplomats from Israel,2023-11-06T19:37:14Z
6,Human skull found in Florida charity shop,2023-11-06T19:37:14Z
7,Korean man attacks woman for 'being a feminist',2023-11-06T19:37:14Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T19:37:14Z
9,Democrat Tlaib says Biden supports genocide,2023-11-06T19:37:14Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T19:37:14Z
1,Bumble founder steps down as boss of dating app,2023-11-06T19:42:15Z
2,Hungary museum head sacked over LGBT content,2023-11-06T19:42:15Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T19:42:15Z
4,Barbra Streisand: I haven't had much fun in my life,2023-11-06T19:42:15Z
5,South Africa recalls all diplomats from Israel,2023-11-06T19:42:15Z
6,Human skull found in Florida charity shop,2023-11-06T19:42:15Z
7,Korean man attacks woman for 'being a feminist',2023-11-06T19:42:15Z
8,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T19:42:15Z
9,Democrat Tlaib says Biden supports genocide,2023-11-06T19:42:15Z
10,Uganda leader hits back at US trade pact expulsion,2023-11-06T19:42:15Z
1,Bumble founder steps down as boss of dating app,2023-11-06T19:47:15Z
2,Hungary museum head sacked over LGBT content,2023-11-06T19:47:15Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T19:47:15Z
4,Barbra Streisand: I haven't had much fun in my life,2023-11-06T19:47:15Z
5,South Africa recalls all diplomats from Israel,2023-11-06T19:47:15Z
6,Human skull found in Florida charity shop,2023-11-06T19:47:15Z
7,Korean man attacks woman for 'being a feminist',2023-11-06T19:47:15Z
8,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T19:47:15Z
9,Democrat Tlaib says Biden supports genocide,2023-11-06T19:47:15Z
10,Uganda leader hits back at US trade pact expulsion,2023-11-06T19:47:15Z
1,Bumble founder steps down as boss of dating app,2023-11-06T19:52:16Z
2,Hungary museum head sacked over LGBT content,2023-11-06T19:52:16Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T19:52:16Z
4,Barbra Streisand: I haven't had much fun in my life,2023-11-06T19:52:16Z
5,South Africa recalls all diplomats from Israel,2023-11-06T19:52:16Z
6,Human skull found in Florida charity shop,2023-11-06T19:52:16Z
7,Korean man attacks woman for 'being a feminist',2023-11-06T19:52:16Z
8,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T19:52:16Z
9,Democrat Tlaib says Biden supports genocide,2023-11-06T19:52:16Z
10,Uganda leader hits back at US trade pact expulsion,2023-11-06T19:52:16Z
1,Bumble founder steps down as boss of dating app,2023-11-06T19:57:17Z
2,Hungary museum head sacked over LGBT content,2023-11-06T19:57:17Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T19:57:17Z
4,Barbra Streisand: I haven't had much fun in my life,2023-11-06T19:57:17Z
5,"Backed into a legal corner, Trump comes out swinging",2023-11-06T19:57:17Z
6,Sparks fly as Trump testifies in New York fraud case,2023-11-06T19:57:17Z
7,South Africa recalls all diplomats from Israel,2023-11-06T19:57:17Z
8,Human skull found in Florida charity shop,2023-11-06T19:57:17Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T19:57:17Z
10,Democrat Tlaib says Biden supports genocide,2023-11-06T19:57:17Z
1,Bumble founder steps down as boss of dating app,2023-11-06T20:02:17Z
2,Hungary museum head sacked over LGBT content,2023-11-06T20:02:17Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T20:02:17Z
4,Barbra Streisand: I haven't had much fun in my life,2023-11-06T20:02:17Z
5,"Backed into a legal corner, Trump comes out swinging",2023-11-06T20:02:17Z
6,Sparks fly as Trump testifies in New York fraud case,2023-11-06T20:02:17Z
7,South Africa recalls all diplomats from Israel,2023-11-06T20:02:17Z
8,Human skull found in Florida charity shop,2023-11-06T20:02:17Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T20:02:17Z
10,Democrat Tlaib says Biden supports genocide,2023-11-06T20:02:17Z
1,Bumble founder steps down as boss of dating app,2023-11-06T20:07:18Z
2,Hungary museum head sacked over LGBT content,2023-11-06T20:07:18Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T20:07:18Z
4,Barbra Streisand: I haven't had much fun in my life,2023-11-06T20:07:18Z
5,"Backed into a legal corner, Trump comes out swinging",2023-11-06T20:07:18Z
6,Sparks fly as Trump testifies in New York fraud case,2023-11-06T20:07:18Z
7,South Africa recalls all diplomats from Israel,2023-11-06T20:07:18Z
8,Human skull found in Florida charity shop,2023-11-06T20:07:18Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T20:07:18Z
10,Democrat Tlaib says Biden supports genocide,2023-11-06T20:07:18Z
1,Bumble founder steps down as boss of dating app,2023-11-06T20:12:19Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T20:12:19Z
3,Hungary museum head sacked over LGBT content,2023-11-06T20:12:19Z
4,Barbra Streisand: I haven't had much fun in my life,2023-11-06T20:12:19Z
5,"Backed into a legal corner, Trump comes out swinging",2023-11-06T20:12:19Z
6,Sparks fly as Trump testifies in New York fraud case,2023-11-06T20:12:19Z
7,South Africa recalls all diplomats from Israel,2023-11-06T20:12:19Z
8,Human skull found in Florida charity shop,2023-11-06T20:12:19Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T20:12:19Z
10,Korean man attacks woman for 'being a feminist',2023-11-06T20:12:19Z
1,Bumble founder steps down as boss of dating app,2023-11-06T20:17:19Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T20:17:19Z
3,Hungary museum head sacked over LGBT content,2023-11-06T20:17:19Z
4,Barbra Streisand: I haven't had much fun in my life,2023-11-06T20:17:19Z
5,"Backed into a legal corner, Trump comes out swinging",2023-11-06T20:17:19Z
6,Sparks fly as Trump testifies in New York fraud case,2023-11-06T20:17:19Z
7,South Africa recalls all diplomats from Israel,2023-11-06T20:17:19Z
8,Human skull found in Florida charity shop,2023-11-06T20:17:19Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T20:17:19Z
10,Korean man attacks woman for 'being a feminist',2023-11-06T20:17:19Z
1,Bumble founder steps down as boss of dating app,2023-11-06T20:22:20Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T20:22:20Z
3,Hungary museum head sacked over LGBT content,2023-11-06T20:22:20Z
4,Barbra Streisand: I haven't had much fun in my life,2023-11-06T20:22:20Z
5,"Backed into a legal corner, Trump comes out swinging",2023-11-06T20:22:20Z
6,Sparks fly as Trump testifies in New York fraud case,2023-11-06T20:22:20Z
7,South Africa recalls all diplomats from Israel,2023-11-06T20:22:20Z
8,Human skull found in Florida charity shop,2023-11-06T20:22:20Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T20:22:20Z
10,Korean man attacks woman for 'being a feminist',2023-11-06T20:22:20Z
1,Bumble founder steps down as boss of dating app,2023-11-06T20:27:21Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T20:27:21Z
3,Hungary museum head sacked over LGBT content,2023-11-06T20:27:21Z
4,"Backed into a legal corner, Trump comes out swinging",2023-11-06T20:27:21Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T20:27:21Z
6,Sparks fly as Trump testifies in New York fraud case,2023-11-06T20:27:21Z
7,South Africa recalls all diplomats from Israel,2023-11-06T20:27:21Z
8,Four charged over Blenheim Palace gold toilet theft,2023-11-06T20:27:21Z
9,Human skull found in Florida charity shop,2023-11-06T20:27:21Z
10,Uganda leader hits back at US trade pact expulsion,2023-11-06T20:27:21Z
1,Bumble founder steps down as boss of dating app,2023-11-06T20:32:21Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T20:32:21Z
3,Hungary museum head sacked over LGBT content,2023-11-06T20:32:21Z
4,"Backed into a legal corner, Trump comes out swinging",2023-11-06T20:32:21Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T20:32:21Z
6,Sparks fly as Trump testifies in New York fraud case,2023-11-06T20:32:21Z
7,South Africa recalls all diplomats from Israel,2023-11-06T20:32:21Z
8,Four charged over Blenheim Palace gold toilet theft,2023-11-06T20:32:21Z
9,Human skull found in Florida charity shop,2023-11-06T20:32:21Z
10,Uganda leader hits back at US trade pact expulsion,2023-11-06T20:32:21Z
1,Bumble founder steps down as boss of dating app,2023-11-06T20:37:22Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T20:37:22Z
3,Hungary museum head sacked over LGBT content,2023-11-06T20:37:22Z
4,"Backed into a legal corner, Trump comes out swinging",2023-11-06T20:37:22Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T20:37:22Z
6,Sparks fly as Trump testifies in New York fraud case,2023-11-06T20:37:22Z
7,South Africa recalls all diplomats from Israel,2023-11-06T20:37:22Z
8,Four charged over Blenheim Palace gold toilet theft,2023-11-06T20:37:22Z
9,Human skull found in Florida charity shop,2023-11-06T20:37:22Z
10,Uganda leader hits back at US trade pact expulsion,2023-11-06T20:37:22Z
1,Bumble founder steps down as boss of dating app,2023-11-06T20:42:23Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T20:42:23Z
3,Hungary museum head sacked over LGBT content,2023-11-06T20:42:23Z
4,Sparks fly as Trump testifies in New York fraud case,2023-11-06T20:42:23Z
5,"Backed into a legal corner, Trump comes out swinging",2023-11-06T20:42:23Z
6,Barbra Streisand: I haven't had much fun in my life,2023-11-06T20:42:23Z
7,South Africa recalls all diplomats from Israel,2023-11-06T20:42:23Z
8,Four charged over Blenheim Palace gold toilet theft,2023-11-06T20:42:23Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T20:42:23Z
10,Human skull found in Florida charity shop,2023-11-06T20:42:23Z
1,Bumble founder steps down as boss of dating app,2023-11-06T20:47:23Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T20:47:23Z
3,Hungary museum head sacked over LGBT content,2023-11-06T20:47:23Z
4,Sparks fly as Trump testifies in New York fraud case,2023-11-06T20:47:23Z
5,"Backed into a legal corner, Trump comes out swinging",2023-11-06T20:47:23Z
6,Barbra Streisand: I haven't had much fun in my life,2023-11-06T20:47:23Z
7,South Africa recalls all diplomats from Israel,2023-11-06T20:47:23Z
8,Four charged over Blenheim Palace gold toilet theft,2023-11-06T20:47:23Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T20:47:23Z
10,Human skull found in Florida charity shop,2023-11-06T20:47:23Z
1,Bumble founder steps down as boss of dating app,2023-11-06T20:52:24Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T20:52:24Z
3,Hungary museum head sacked over LGBT content,2023-11-06T20:52:24Z
4,Sparks fly as Trump testifies in New York fraud case,2023-11-06T20:52:24Z
5,"Backed into a legal corner, Trump comes out swinging",2023-11-06T20:52:24Z
6,Barbra Streisand: I haven't had much fun in my life,2023-11-06T20:52:24Z
7,South Africa recalls all diplomats from Israel,2023-11-06T20:52:24Z
8,Four charged over Blenheim Palace gold toilet theft,2023-11-06T20:52:24Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T20:52:24Z
10,Human skull found in Florida charity shop,2023-11-06T20:52:24Z
1,Bumble founder steps down as boss of dating app,2023-11-06T20:57:25Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T20:57:25Z
3,Hungary museum head sacked over LGBT content,2023-11-06T20:57:25Z
4,"Backed into a legal corner, Trump comes out swinging",2023-11-06T20:57:25Z
5,Sparks fly as Trump testifies in New York fraud case,2023-11-06T20:57:25Z
6,Barbra Streisand: I haven't had much fun in my life,2023-11-06T20:57:25Z
7,Four charged over Blenheim Palace gold toilet theft,2023-11-06T20:57:25Z
8,South Africa recalls all diplomats from Israel,2023-11-06T20:57:25Z
9,Human skull found in Florida charity shop,2023-11-06T20:57:25Z
10,Uganda leader hits back at US trade pact expulsion,2023-11-06T20:57:25Z
1,Bumble founder steps down as boss of dating app,2023-11-06T21:02:26Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T21:02:26Z
3,Hungary museum head sacked over LGBT content,2023-11-06T21:02:26Z
4,"Backed into a legal corner, Trump comes out swinging",2023-11-06T21:02:26Z
5,Sparks fly as Trump testifies in New York fraud case,2023-11-06T21:02:26Z
6,Barbra Streisand: I haven't had much fun in my life,2023-11-06T21:02:26Z
7,Four charged over Blenheim Palace gold toilet theft,2023-11-06T21:02:26Z
8,South Africa recalls all diplomats from Israel,2023-11-06T21:02:26Z
9,Human skull found in Florida charity shop,2023-11-06T21:02:26Z
10,Uganda leader hits back at US trade pact expulsion,2023-11-06T21:02:26Z
1,Bumble founder steps down as boss of dating app,2023-11-06T21:07:26Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T21:07:26Z
3,Hungary museum head sacked over LGBT content,2023-11-06T21:07:26Z
4,"Backed into a legal corner, Trump comes out swinging",2023-11-06T21:07:26Z
5,Sparks fly as Trump testifies in New York fraud case,2023-11-06T21:07:26Z
6,Barbra Streisand: I haven't had much fun in my life,2023-11-06T21:07:26Z
7,Four charged over Blenheim Palace gold toilet theft,2023-11-06T21:07:26Z
8,South Africa recalls all diplomats from Israel,2023-11-06T21:07:26Z
9,Human skull found in Florida charity shop,2023-11-06T21:07:26Z
10,Uganda leader hits back at US trade pact expulsion,2023-11-06T21:07:26Z
1,Bumble founder steps down as boss of dating app,2023-11-06T21:12:27Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T21:12:27Z
3,Hungary museum head sacked over LGBT content,2023-11-06T21:12:27Z
4,"Backed into a legal corner, Trump comes out swinging",2023-11-06T21:12:27Z
5,Sparks fly as Trump testifies in New York fraud case,2023-11-06T21:12:27Z
6,Barbra Streisand: I haven't had much fun in my life,2023-11-06T21:12:27Z
7,Four charged over Blenheim Palace gold toilet theft,2023-11-06T21:12:27Z
8,South Africa recalls all diplomats from Israel,2023-11-06T21:12:27Z
9,Human skull found in Florida charity shop,2023-11-06T21:12:27Z
10,Uganda leader hits back at US trade pact expulsion,2023-11-06T21:12:27Z
1,Bumble founder steps down as boss of dating app,2023-11-06T21:17:28Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T21:17:28Z
3,Hungary museum head sacked over LGBT content,2023-11-06T21:17:28Z
4,"Backed into a legal corner, Trump comes out swinging",2023-11-06T21:17:28Z
